Age,Gender,Time_on_platform,Devices_connected,Subscription_type,Num_active_profiles,Avg_rating
68,Male,3972,5,Standard,1,3
19,Female,1187,3,Standard,5,2
67,Male,3102,5,Standard,2,3
30,Female,1353,5,Standard,3,3
66,Female,2649,2,Standard,1,1
32,Male,8495,5,Standard,2,1
41,Female,4176,2,Standard,4,4
24,Male,4087,1,Standard,3,4
36,Male,880,3,Standard,2,3
47,Female,2250,3,Standard,3,1
67,Female,320,1,Premium,3,1
44,Female,6724,2,Basic,4,1
48,Female,5445,1,Standard,3,3
51,Female,5355,3,Basic,4,3
41,Female,268,3,Basic,5,4
54,Female,6808,4,Standard,5,3
31,Male,5693,3,Premium,4,3
65,Female,3876,5,Standard,1,3
24,Female,2378,1,Standard,2,2
28,Female,625,3,Standard,4,4
55,Male,7120,3,Standard,1,1
35,Female,6987,4,Standard,5,3
28,Male,5316,2,Standard,3,4
52,Male,1239,4,Basic,5,3
18,Female,7047,3,Standard,1,2
20,Female,1176,3,Standard,4,1
44,Female,1356,2,Standard,5,1
22,Female,8533,5,Standard,4,4
44,Female,6377,2,Standard,4,3
65,Female,8226,2,Standard,2,3
61,Male,4513,1,Standard,1,3
43,Male,3859,3,Standard,2,3
26,Female,6612,2,Basic,5,1
47,Female,4396,3,Basic,4,3
45,Female,6522,3,Standard,1,2
38,Female,1434,4,Basic,1,3
52,Female,8738,2,Premium,2,4
19,Male,7650,3,Standard,1,1
51,Male,4396,1,Basic,1,2
40,Male,4396,1,Standard,1,3
23,Male,7385,5,Standard,3,3
20,Female,6039,2,Standard,5,1
18,Male,3449,5,Standard,3,2
30,Female,4396,2,Standard,4,3
21,Male,4396,1,Standard,2,2
39,Female,2969,3,Standard,5,4
23,Male,5850,3,Basic,3,2
36,Female,7220,3,Standard,5,3
44,Female,4815,3,Premium,3,4
18,Female,2130,5,Basic,4,1
44,Male,1360,1,Standard,5,3
67,Female,4396,4,Standard,5,3
31,Male,4396,5,Standard,1,1
22,Female,6129,2,Premium,4,1
44,Female,2434,3,Standard,2,4
30,Female,668,4,Standard,3,3
47,Male,4396,3,Basic,4,3
44,Male,4396,5,Basic,1,2
51,Male,3652,5,Premium,2,4
59,Male,4542,1,Premium,1,4
49,Female,4396,3,Standard,5,1
49,Female,4396,5,Standard,2,2
64,Female,1451,3,Standard,2,4
44,Female,7257,3,Standard,4,3
56,Female,1986,1,Standard,3,3
29,Male,2017,2,Premium,3,1
20,Female,6372,1,Standard,3,4
65,Male,4396,3,Basic,2,3
64,Female,5318,2,Standard,1,2
22,Female,4396,2,Standard,5,1
36,Male,8096,3,Standard,1,3
44,Male,4396,2,Standard,4,2
47,Female,4396,5,Basic,3,2
56,Male,7256,2,Premium,2,2
20,Male,2064,3,Standard,4,4
28,Male,4396,3,Premium,3,2
44,Male,6946,2,Standard,4,4
44,Male,6438,5,Premium,2,1
35,Female,3725,3,Standard,2,2
62,Female,4396,2,Standard,5,3
50,Female,4396,1,Premium,2,1
42,Female,218,5,Standard,2,3
48,Female,5062,3,Standard,3,4
44,Male,6193,4,Premium,2,3
59,Female,4867,2,Basic,1,4
36,Male,4396,5,Premium,5,3
30,Female,8396,1,Basic,2,4
68,Male,6660,4,Basic,1,3
33,Female,7390,3,Standard,1,3
44,Female,4396,2,Standard,3,1
39,Female,3340,2,Basic,4,3
44,Male,6202,3,Basic,2,2
66,Male,7758,1,Standard,3,4
48,Male,4396,3,Premium,2,4
32,Female,976,4,Standard,5,2
44,Male,4396,3,Basic,1,3
39,Female,1007,2,Standard,1,3
50,Female,2327,4,Basic,5,2
66,Female,6486,3,Standard,2,1
65,Female,6184,3,Basic,2,2
20,Male,5614,1,Standard,1,4
35,Male,7680,3,Standard,5,2
23,Female,4396,1,Premium,2,2
40,Female,2883,3,Standard,2,2
19,Female,174,2,Standard,4,2
42,Male,1194,3,Standard,2,3
50,Female,3040,5,Standard,3,3
22,Male,4396,4,Premium,5,3
34,Female,4396,1,Standard,1,2
35,Female,3381,3,Standard,3,4
42,Male,2779,5,Premium,2,2
61,Male,4396,3,Standard,2,3
24,Female,4396,3,Standard,5,1
66,Female,4396,3,Premium,5,1
46,Female,1389,3,Standard,4,4
30,Female,3219,2,Standard,3,1
22,Male,3016,3,Basic,4,1
44,Female,5343,3,Basic,5,4
58,Male,4396,1,Premium,3,4
44,Female,4396,3,Premium,5,2
44,Female,6441,3,Basic,3,3
22,Female,1668,4,Standard,5,1
59,Male,1374,2,Standard,2,1
49,Female,5478,4,Basic,2,4
44,Female,4983,3,Standard,1,1
44,Male,4396,4,Standard,3,4
20,Male,6680,4,Basic,3,2
49,Female,6591,2,Basic,2,3
24,Male,6595,3,Standard,5,1
64,Female,4396,3,Standard,3,3
30,Male,6503,1,Basic,1,3
58,Male,1639,2,Basic,4,1
28,Male,626,4,Standard,5,3
37,Female,4396,3,Basic,3,1
31,Female,174,5,Standard,3,4
44,Female,7168,3,Standard,2,2
44,Female,2092,3,Standard,5,3
33,Female,4396,1,Standard,2,1
44,Female,6858,1,Standard,3,3
19,Male,2968,3,Standard,2,3
33,Female,6657,2,Basic,2,3
35,Female,7340,1,Premium,1,2
32,Male,4396,4,Premium,5,3
23,Male,6900,4,Standard,1,2
34,Male,4396,2,Premium,4,2
55,Female,4634,5,Standard,4,3
35,Female,4031,3,Standard,3,3
44,Male,4396,3,Basic,1,3
42,Female,2873,1,Standard,3,3
63,Male,617,1,Standard,3,4
49,Female,4396,3,Premium,1,3
44,Female,8051,4,Basic,4,3
18,Female,1519,5,Basic,3,2
66,Female,1553,4,Standard,3,3
57,Male,2640,5,Basic,5,3
41,Female,7035,5,Basic,2,4
61,Female,4396,3,Standard,3,3
47,Male,2787,4,Premium,4,3
40,Female,4396,5,Premium,5,2
50,Male,4396,1,Standard,5,2
63,Female,1799,4,Basic,1,3
18,Female,3321,1,Standard,1,2
50,Male,6570,2,Basic,2,1
35,Male,1001,4,Standard,3,1
44,Female,4396,3,Basic,2,3
35,Female,2795,3,Standard,2,2
18,Male,4396,3,Premium,4,3
52,Male,5918,1,Basic,3,2
44,Female,4396,3,Basic,3,1
44,Female,5032,2,Standard,3,4
39,Male,1244,5,Standard,3,2
58,Male,2323,2,Standard,5,1
44,Male,4396,3,Premium,5,4
21,Female,5305,1,Standard,1,1
44,Female,5751,2,Basic,2,4
57,Female,4396,4,Standard,1,2
49,Female,4648,3,Premium,3,1
18,Male,4396,4,Premium,1,2
65,Female,3589,5,Standard,5,2
57,Female,4396,3,Basic,4,1
45,Female,4396,3,Standard,2,4
33,Male,2582,1,Standard,1,3
63,Female,1948,3,Basic,1,3
33,Female,4396,3,Standard,5,3
44,Female,4396,3,Basic,1,2
44,Female,5292,1,Premium,1,1
26,Male,1237,3,Basic,4,2
33,Female,2964,5,Basic,1,2
25,Male,4396,3,Standard,3,3
21,Male,8708,2,Standard,5,4
62,Male,3119,1,Standard,4,3
35,Male,4396,3,Standard,3,2
24,Female,808,3,Standard,5,3
68,Female,8058,3,Standard,2,1
50,Female,3976,3,Standard,3,4
46,Female,5694,3,Standard,1,3
50,Male,5584,3,Basic,3,4
64,Male,8262,3,Standard,5,3
56,Male,7965,3,Standard,5,2
60,Female,4396,3,Standard,1,2
50,Female,4396,3,Premium,2,3
47,Male,252,1,Premium,3,1
44,Female,2963,4,Standard,5,3
30,Female,4396,5,Standard,5,3
69,Female,4396,3,Standard,4,2
40,Male,432,1,Standard,3,1
56,Male,4396,3,Standard,2,3
56,Female,2469,1,Standard,1,1
50,Male,433,3,Basic,3,3
61,Female,6292,3,Basic,5,3
44,Male,5061,3,Premium,3,3
65,Female,4396,1,Standard,3,2
44,Male,7287,3,Standard,3,3
59,Male,6034,3,Premium,4,3
30,Female,5973,3,Standard,5,3
33,Female,4080,4,Premium,5,1
47,Female,4689,3,Premium,2,3
26,Female,2660,3,Basic,3,2
32,Female,6514,4,Standard,2,4
39,Male,3268,3,Standard,2,2
47,Male,4396,2,Standard,4,3
61,Female,4396,1,Premium,1,1
64,Female,6107,4,Standard,5,3
36,Female,7831,3,Basic,2,3
20,Female,6804,3,Standard,5,3
44,Male,4396,2,Premium,5,4
44,Male,4396,1,Basic,5,4
32,Female,4396,4,Premium,2,3
44,Female,5140,3,Premium,4,3
38,Female,6979,3,Premium,1,2
61,Male,4396,3,Premium,1,4
44,Male,6189,5,Basic,2,3
49,Male,3626,2,Standard,2,3
55,Male,4396,5,Standard,2,1
33,Male,7858,2,Standard,1,1
52,Female,4396,3,Basic,4,3
55,Male,570,3,Premium,5,3
31,Female,1022,3,Basic,3,3
44,Female,4396,2,Premium,2,1
61,Male,7971,1,Standard,4,1
46,Male,1690,3,Basic,1,1
56,Female,4396,3,Basic,1,3
61,Female,4396,4,Standard,1,3
55,Male,7897,3,Basic,4,1
32,Male,1179,1,Basic,2,4
24,Female,4681,3,Basic,1,3
23,Male,6913,3,Premium,1,3
30,Male,385,3,Standard,1,3
35,Female,1431,3,Premium,1,2
44,Male,4551,3,Basic,2,3
36,Male,4160,3,Premium,5,3
65,Male,3101,5,Premium,2,3
21,Female,6467,3,Standard,4,4
23,Male,8070,1,Basic,5,1
63,Male,1026,1,Basic,5,1
51,Male,6204,1,Standard,5,4
44,Male,3817,1,Standard,2,1
52,Female,4402,5,Standard,1,3
44,Female,6124,3,Standard,1,4
62,Female,851,1,Standard,2,3
41,Male,4902,5,Standard,4,2
68,Male,4908,3,Premium,1,2
26,Female,3314,3,Basic,1,3
44,Male,3561,3,Standard,2,2
44,Female,4396,3,Standard,1,3
26,Male,4396,3,Standard,1,2
31,Female,1345,3,Standard,2,3
46,Female,2176,4,Premium,3,3
25,Male,5152,3,Standard,2,3
48,Female,269,3,Standard,1,3
51,Female,4396,1,Basic,3,2
59,Male,8646,3,Standard,3,1
43,Male,4802,3,Premium,1,3
67,Male,6599,5,Standard,2,3
35,Female,4177,3,Standard,3,3
61,Female,3286,1,Standard,5,3
44,Male,4396,2,Basic,4,1
60,Male,2308,3,Standard,3,4
67,Male,2902,3,Basic,1,4
19,Male,5524,4,Standard,2,3
59,Male,4396,3,Standard,1,1
18,Female,4396,1,Standard,1,3
30,Male,8606,5,Standard,5,1
44,Female,1392,3,Basic,2,3
40,Male,24,2,Standard,4,3
63,Male,4396,1,Standard,4,3
42,Male,7811,3,Standard,2,1
41,Male,3616,3,Premium,4,2
61,Female,8669,3,Basic,5,3
44,Male,7253,4,Standard,3,2
24,Male,1301,3,Basic,4,3
41,Female,4396,5,Standard,5,3
49,Female,4396,1,Standard,5,3
31,Female,1217,2,Premium,2,3
44,Male,7554,5,Premium,3,3
69,Female,1286,1,Premium,3,1
31,Female,8327,2,Premium,1,2
41,Female,6697,3,Standard,1,3
20,Male,1243,3,Basic,1,2
21,Male,4396,3,Basic,1,4
63,Female,8312,1,Basic,1,2
39,Female,8245,3,Basic,3,2
22,Female,3248,3,Premium,4,2
64,Male,96,3,Premium,3,4
27,Male,3575,3,Standard,4,3
36,Male,55,3,Standard,4,1
21,Female,4396,4,Premium,3,3
36,Male,4396,3,Premium,2,3
18,Female,8096,3,Standard,5,1
67,Female,4396,4,Premium,4,1
47,Male,4396,3,Standard,1,3
39,Female,4396,2,Standard,3,1
44,Male,4396,3,Standard,2,2
65,Male,2037,2,Basic,4,3
44,Male,4396,3,Premium,2,4
37,Female,4396,3,Basic,2,4
32,Female,265,3,Standard,5,3
44,Female,4396,3,Basic,5,3
53,Female,5883,3,Standard,2,4
60,Female,4396,3,Standard,1,4
60,Male,4396,1,Basic,4,3
46,Male,4396,1,Basic,5,3
28,Male,7045,4,Standard,5,3
44,Male,4477,5,Premium,4,3
68,Male,8130,5,Standard,5,2
24,Female,1544,4,Premium,2,3
50,Male,3008,3,Standard,5,4
37,Female,4396,2,Premium,4,1
18,Male,3764,4,Standard,2,3
61,Male,4396,4,Basic,5,2
28,Male,4396,4,Standard,4,4
36,Male,4260,5,Basic,2,4
44,Female,8336,2,Standard,5,3
63,Male,6955,3,Standard,3,3
22,Male,4396,3,Standard,3,4
37,Male,748,1,Premium,2,4
41,Female,5569,5,Standard,2,3
51,Male,8067,3,Standard,3,2
30,Male,4396,3,Standard,2,3
30,Male,1733,1,Premium,5,3
36,Male,4396,3,Standard,1,3
51,Female,3311,3,Basic,1,3
36,Female,4396,3,Standard,2,4
52,Male,4396,3,Basic,5,3
27,Male,1843,2,Basic,4,1
23,Female,5945,3,Standard,2,2
44,Male,4396,4,Basic,3,3
32,Male,4396,5,Basic,5,3
19,Female,3066,3,Standard,2,3
40,Male,4396,1,Premium,5,2
41,Female,7754,1,Standard,1,1
21,Male,4396,1,Basic,3,4
22,Female,4396,3,Basic,4,3
69,Female,8434,1,Basic,2,3
51,Female,7657,4,Standard,5,3
56,Male,4396,1,Basic,2,1
40,Male,5763,2,Standard,3,4
57,Male,657,4,Standard,4,3
44,Female,4396,3,Basic,3,4
40,Female,2399,3,Standard,1,4
34,Female,5687,3,Premium,1,4
69,Male,7405,3,Standard,2,1
42,Male,4061,1,Basic,3,3
44,Female,7701,4,Premium,2,2
44,Female,3804,3,Basic,1,3
34,Female,4396,3,Standard,5,1
69,Male,3924,3,Standard,3,2
27,Female,3691,4,Standard,1,1
25,Female,4396,1,Standard,1,2
46,Male,5327,2,Basic,1,4
29,Male,4253,5,Standard,2,1
19,Female,4308,4,Basic,1,1
62,Male,4396,3,Premium,3,2
41,Male,4396,5,Standard,1,4
27,Female,2496,5,Standard,5,1
36,Male,811,3,Basic,2,3
41,Female,4396,3,Premium,2,2
57,Male,2609,4,Standard,5,3
48,Male,5982,3,Premium,1,3
38,Male,2390,4,Standard,3,3
32,Female,3414,4,Basic,2,1
29,Male,4396,3,Standard,4,4
68,Male,4396,4,Basic,1,4
47,Male,7387,3,Standard,5,1
69,Male,4386,3,Premium,3,3
44,Female,2739,3,Basic,4,3
25,Female,3809,5,Premium,5,2
44,Male,4396,3,Standard,5,4
61,Male,6862,3,Premium,3,3
53,Male,5683,2,Premium,3,3
56,Male,4396,3,Standard,3,3
39,Female,6486,5,Premium,5,2
44,Female,5063,2,Premium,5,3
39,Male,998,2,Standard,4,1
61,Male,4396,5,Standard,3,4
23,Male,8718,4,Basic,3,2
66,Male,7911,2,Basic,2,3
46,Male,4396,2,Basic,2,4
68,Male,4396,3,Standard,5,4
48,Male,5894,3,Standard,5,1
29,Female,2025,3,Standard,4,3
29,Female,4396,2,Basic,5,2
60,Female,1792,3,Premium,1,1
61,Female,7283,3,Standard,5,2
19,Female,4396,4,Standard,4,3
19,Female,5594,4,Premium,5,3
23,Male,3462,3,Basic,3,2
38,Female,3929,5,Standard,1,3
43,Female,4396,1,Standard,2,1
38,Male,7048,3,Standard,3,3
68,Female,1181,2,Standard,1,1
44,Female,8516,3,Premium,2,4
44,Female,4396,1,Premium,5,1
54,Female,3665,3,Standard,3,3
42,Male,1715,1,Premium,5,3
49,Male,4396,4,Basic,5,2
28,Female,4396,3,Standard,3,3
56,Male,8232,3,Premium,5,4
44,Female,533,3,Basic,4,2
40,Female,4396,1,Premium,2,3
60,Female,170,4,Standard,4,3
22,Male,7763,2,Premium,1,4
59,Male,4396,3,Standard,3,3
39,Female,4396,4,Standard,5,4
27,Male,1900,3,Standard,5,4
67,Female,101,3,Standard,5,2
43,Female,6764,3,Standard,5,1
59,Female,6391,3,Standard,1,1
39,Female,1730,2,Basic,2,3
52,Male,2217,5,Basic,1,4
54,Male,706,3,Standard,4,4
31,Male,2839,5,Premium,5,3
69,Female,3706,2,Standard,3,4
43,Female,8150,3,Standard,5,1
46,Female,4396,1,Standard,4,2
56,Male,4396,4,Standard,2,4
37,Male,4396,3,Standard,2,2
23,Male,5255,1,Standard,2,4
61,Male,2469,3,Standard,5,2
24,Female,4396,5,Basic,4,4
63,Female,4396,3,Standard,4,3
40,Female,3747,3,Premium,2,1
32,Female,4396,2,Standard,3,4
37,Male,6675,3,Standard,3,1
60,Female,2891,3,Standard,2,2
52,Female,4396,1,Standard,5,3
51,Female,4396,4,Basic,3,4
68,Male,2942,4,Basic,2,2
44,Male,2896,1,Standard,4,1
66,Male,1212,5,Premium,4,4
26,Female,4396,2,Standard,2,3
68,Female,8428,2,Basic,3,3
64,Female,1171,1,Premium,2,3
36,Female,8618,5,Basic,1,3
44,Female,5016,3,Basic,5,3
55,Female,8510,1,Standard,4,3
55,Female,5184,2,Standard,1,4
44,Male,4396,2,Premium,2,3
25,Female,6508,2,Basic,5,5
44,Male,2076,1,Standard,2,3
44,Female,4396,1,Basic,5,3
41,Male,7242,3,Premium,1,3
44,Male,1931,5,Premium,4,4
56,Male,8666,3,Basic,3,3
38,Female,6872,3,Standard,3,3
30,Male,2208,3,Premium,5,1
23,Female,4556,3,Standard,5,3
69,Male,2064,3,Basic,1,3
50,Female,6874,4,Premium,4,3
25,Female,4396,3,Standard,5,3
52,Male,3423,3,Basic,3,2
34,Female,6478,3,Basic,5,3
24,Female,357,3,Basic,5,3
62,Female,6040,5,Standard,3,1
31,Female,4396,1,Standard,1,4
44,Male,4396,3,Standard,2,2
44,Male,5982,3,Standard,3,4
59,Female,4396,1,Basic,1,3
23,Male,438,1,Standard,2,4
44,Female,4396,4,Premium,5,3
48,Female,1798,3,Premium,1,4
44,Male,891,2,Standard,5,4
23,Male,5505,1,Premium,1,1
27,Male,3716,4,Basic,5,2
25,Female,3754,4,Basic,1,4
63,Female,7340,5,Standard,3,3
30,Male,2001,2,Premium,2,4
61,Female,1841,1,Basic,2,3
37,Male,4396,3,Premium,4,3
22,Male,2675,3,Standard,5,4
41,Male,7088,3,Standard,4,3
21,Female,7224,3,Standard,4,2
44,Male,463,3,Standard,5,2
28,Male,4396,1,Standard,3,3
44,Male,4396,4,Basic,1,4
32,Female,4396,2,Standard,1,3
51,Female,3993,1,Standard,2,4
44,Female,4396,4,Basic,1,3
38,Male,1578,3,Standard,5,3
44,Male,4026,4,Standard,3,2
57,Female,6080,5,Standard,1,1
18,Female,8409,3,Standard,2,3
44,Male,162,2,Premium,4,3
51,Female,2815,3,Standard,4,1
33,Female,132,5,Basic,1,4
37,Female,2259,3,Premium,3,2
59,Male,7186,1,Premium,3,4
41,Female,82,2,Premium,5,3
39,Female,7219,1,Premium,5,1
44,Male,1323,3,Basic,1,1
67,Male,4680,1,Basic,2,1
33,Male,7516,4,Standard,4,3
44,Female,4086,2,Standard,4,3
60,Male,4878,4,Premium,4,1
33,Female,6986,3,Premium,4,2
47,Female,2736,1,Basic,1,4
37,Male,1703,5,Standard,1,1
26,Male,2455,5,Basic,3,1
41,Male,3593,4,Premium,2,3
67,Female,1726,4,Standard,1,3
61,Female,4988,3,Standard,2,4
61,Female,203,3,Basic,4,3
39,Male,7913,2,Premium,4,3
43,Female,65,4,Basic,1,3
29,Male,7584,5,Standard,2,3
19,Male,7493,3,Basic,5,3
47,Male,1953,1,Premium,5,4
28,Male,4137,3,Standard,4,4
50,Male,533,3,Standard,4,4
50,Male,6946,5,Standard,2,4
44,Female,906,1,Premium,4,1
63,Female,4072,2,Basic,1,1
18,Male,4396,4,Basic,1,4
44,Female,7603,4,Premium,5,4
63,Male,4326,5,Standard,3,1
55,Male,4396,3,Standard,3,1
44,Female,919,2,Standard,4,4
46,Female,7386,3,Standard,5,1
44,Female,4396,3,Standard,2,1
35,Male,2003,3,Basic,1,1
42,Female,1731,3,Standard,1,3
47,Male,2895,2,Premium,2,4
44,Male,6117,3,Standard,3,4
34,Male,7430,5,Standard,5,3
56,Female,7588,1,Basic,4,3
65,Female,2499,5,Standard,5,4
20,Male,3453,2,Standard,5,4
23,Female,5930,3,Standard,5,4
41,Male,3293,5,Standard,4,4
66,Female,1745,1,Basic,5,4
63,Male,8305,4,Premium,1,3
47,Female,2859,3,Basic,2,2
37,Male,1265,3,Standard,2,4
24,Female,7236,3,Standard,2,3
41,Female,956,5,Basic,1,1
34,Female,4396,1,Standard,4,2
53,Female,2566,5,Basic,3,4
40,Female,4396,5,Standard,1,2
19,Male,4396,5,Basic,5,2
23,Female,6149,4,Premium,1,4
32,Female,63,2,Standard,3,3
60,Male,292,3,Standard,4,1
19,Male,4834,2,Standard,3,3
29,Female,4396,3,Basic,4,4
27,Female,8458,3,Basic,3,4
39,Male,6478,3,Basic,1,2
20,Male,1050,3,Standard,3,3
55,Male,4396,3,Standard,3,3
20,Female,4396,3,Basic,5,1
37,Male,4396,3,Standard,1,3
51,Female,3928,3,Standard,3,1
41,Female,4396,2,Standard,4,2
62,Female,2892,3,Premium,5,3
44,Male,7384,4,Standard,1,4
44,Female,3303,3,Standard,3,2
67,Female,6989,4,Premium,1,3
34,Male,4044,5,Premium,3,4
68,Male,4396,4,Premium,3,3
49,Male,6464,5,Standard,1,2
44,Female,8327,3,Basic,2,1
28,Female,4396,3,Standard,3,3
44,Male,4396,3,Standard,3,4
57,Female,6787,3,Standard,5,2
35,Female,4396,3,Standard,1,2
38,Male,3859,3,Standard,2,2
29,Female,2121,1,Basic,3,4
63,Male,1320,3,Premium,4,3
19,Female,4990,4,Standard,1,1
60,Female,1816,5,Premium,2,3
54,Male,2010,4,Premium,2,3
44,Female,4396,5,Basic,4,3
23,Female,2619,2,Standard,4,2
61,Male,3065,1,Standard,5,3
67,Female,3680,3,Premium,2,4
64,Female,2896,3,Basic,4,1
43,Female,5581,5,Standard,4,3
32,Female,302,2,Standard,1,3
48,Male,4396,4,Standard,3,3
58,Female,4585,1,Standard,5,4
27,Male,4396,3,Premium,3,2
44,Female,4137,5,Basic,5,3
44,Female,8553,3,Basic,4,3
50,Male,4396,3,Premium,3,2
63,Male,6820,3,Basic,5,1
36,Female,1519,3,Standard,1,4
32,Male,1538,5,Standard,1,3
27,Male,2667,2,Basic,2,2
26,Male,3365,2,Standard,1,2
28,Male,6110,3,Standard,5,2
24,Male,5546,4,Standard,2,3
35,Male,6233,1,Standard,4,3
25,Female,3299,3,Basic,3,3
22,Female,848,3,Standard,2,3
44,Male,6097,4,Standard,3,1
51,Female,1080,1,Basic,3,3
44,Male,2800,3,Premium,2,4
19,Female,5286,3,Premium,1,3
33,Male,5712,4,Standard,4,1
44,Female,4396,1,Standard,1,2
60,Male,1693,3,Basic,5,2
18,Female,7122,1,Premium,4,3
44,Male,4396,4,Standard,3,3
62,Female,4396,3,Premium,1,1
69,Male,5534,4,Standard,2,4
40,Male,3586,4,Standard,4,3
51,Female,5084,2,Standard,3,3
20,Female,8313,5,Standard,4,3
43,Male,6446,2,Premium,1,4
52,Male,3521,3,Standard,4,2
62,Female,6957,2,Standard,5,3
44,Female,440,5,Standard,4,3
58,Male,2006,3,Premium,3,2
64,Male,4396,3,Basic,5,3
31,Male,1053,3,Premium,1,4
40,Male,4642,3,Standard,1,1
67,Male,4396,3,Standard,5,4
32,Female,3188,1,Premium,1,3
34,Female,2898,4,Standard,4,1
52,Female,418,2,Premium,4,4
59,Female,6043,3,Premium,3,1
57,Female,2698,5,Premium,2,3
21,Male,7512,2,Basic,5,2
35,Female,4396,1,Standard,4,2
44,Female,1131,1,Standard,3,4
23,Male,3224,1,Basic,2,3
44,Male,1737,5,Basic,2,3
44,Female,2294,3,Basic,1,3
28,Female,4396,1,Standard,2,3
20,Female,3042,3,Standard,2,2
38,Male,4396,3,Standard,3,2
22,Female,1271,3,Standard,5,3
31,Male,4396,4,Premium,5,2
26,Male,831,2,Standard,4,1
23,Male,4396,1,Basic,3,3
22,Female,5795,4,Basic,4,2
20,Male,667,3,Standard,2,1
44,Male,4396,1,Standard,5,1
44,Male,7050,1,Standard,3,4
35,Male,4396,1,Standard,3,3
44,Male,2388,3,Standard,5,3
21,Male,4396,1,Basic,3,4
44,Male,3224,3,Premium,3,4
37,Female,6375,2,Standard,3,2
45,Female,4396,4,Standard,3,1
18,Female,3643,3,Standard,4,3
38,Male,2477,4,Standard,1,3
44,Male,4396,1,Standard,2,3
24,Female,4396,3,Standard,4,4
18,Male,2116,5,Basic,4,4
27,Male,5924,4,Standard,5,1
33,Female,7487,3,Premium,5,1
35,Male,5001,1,Standard,2,3
50,Male,3370,1,Standard,5,3
22,Male,6751,3,Basic,1,3
48,Male,1358,3,Standard,5,3
29,Female,4803,3,Standard,5,3
44,Female,4396,3,Standard,2,1
32,Female,4396,5,Standard,4,3
69,Female,4396,4,Standard,1,3
63,Female,3925,3,Premium,3,3
64,Male,4396,2,Standard,4,2
21,Female,7529,5,Standard,3,3
24,Male,4295,5,Premium,3,3
27,Female,4396,3,Standard,2,1
41,Female,4396,3,Basic,3,1
44,Male,4396,3,Basic,2,1
24,Male,6598,3,Standard,3,1
53,Female,6835,2,Premium,5,3
65,Male,5501,3,Standard,3,4
48,Male,4042,3,Standard,1,3
44,Male,4396,3,Premium,3,3
53,Female,992,1,Premium,4,2
42,Female,6886,2,Standard,3,3
42,Female,3328,3,Premium,3,3
27,Female,4255,2,Standard,3,1
42,Female,4396,3,Standard,4,1
19,Female,4102,2,Basic,1,1
39,Male,7930,3,Premium,2,4
39,Male,7995,3,Standard,5,3
24,Female,1566,1,Premium,4,3
36,Female,7051,3,Basic,2,4
49,Male,4535,3,Basic,3,2
58,Female,1737,2,Standard,4,3
39,Male,4396,2,Basic,5,4
44,Female,5798,3,Basic,4,2
52,Male,3123,4,Standard,3,3
18,Male,912,4,Basic,4,2
59,Male,4396,2,Basic,3,3
24,Male,4396,3,Premium,2,4
64,Male,7263,1,Standard,4,4
44,Female,8577,5,Standard,1,4
30,Female,3208,3,Standard,2,3
66,Male,4396,3,Basic,4,1
57,Male,5783,3,Standard,3,3
23,Male,4536,2,Standard,4,2
62,Female,5317,3,Standard,4,4
59,Female,845,5,Standard,3,3
44,Male,4396,3,Standard,3,3
32,Female,5940,3,Basic,2,2
30,Female,4770,3,Standard,4,4
44,Male,3695,3,Premium,5,2
19,Female,4404,3,Premium,2,1
28,Female,6120,1,Standard,1,3
64,Female,6123,4,Standard,5,3
53,Female,7993,3,Basic,2,4
40,Male,6205,1,Premium,2,3
63,Male,4957,3,Basic,3,4
40,Female,3995,5,Premium,3,3
28,Male,3706,3,Premium,3,3
39,Female,4396,5,Basic,5,3
32,Male,1849,5,Standard,1,1
52,Male,8083,5,Standard,3,3
46,Male,1667,3,Standard,3,3
21,Female,4396,1,Standard,1,2
44,Male,7137,2,Premium,3,3
44,Male,8322,3,Standard,3,4
24,Male,427,2,Basic,1,3
29,Female,4368,4,Standard,5,4
44,Female,5783,3,Standard,4,3
31,Female,2223,3,Standard,2,4
51,Male,1083,3,Standard,3,1
44,Male,4396,3,Standard,5,3
44,Male,511,3,Basic,4,1
44,Male,4396,4,Premium,1,3
38,Female,957,2,Standard,5,4
32,Male,4396,3,Standard,5,1
63,Male,4396,3,Standard,4,3
35,Female,4683,3,Standard,1,3
58,Female,4773,3,Standard,3,2
42,Male,4396,2,Standard,2,1
56,Male,2884,4,Basic,5,3
63,Female,7038,3,Standard,5,3
35,Female,3216,2,Basic,1,3
29,Male,3754,5,Standard,1,3
26,Male,90,4,Standard,4,2
44,Female,4396,5,Premium,1,3
44,Male,7219,4,Premium,4,3
32,Female,8069,3,Premium,2,2
21,Male,1300,3,Standard,2,2
44,Male,3368,3,Basic,4,3
44,Female,4396,5,Standard,2,1
48,Female,4396,3,Standard,4,1
56,Male,6168,3,Standard,5,1
26,Male,4396,4,Standard,1,3
38,Male,7488,4,Standard,4,3
44,Female,5255,1,Standard,1,2
47,Female,4564,1,Basic,4,4
64,Female,4396,5,Standard,1,4
68,Female,4237,2,Standard,5,4
47,Female,7132,3,Premium,2,1
62,Female,4396,3,Standard,5,4
42,Female,5060,3,Standard,2,3
49,Female,5328,3,Standard,5,3
44,Female,3495,4,Premium,4,1
55,Male,4396,3,Standard,5,4
44,Female,8181,2,Standard,5,3
66,Female,4396,3,Premium,3,4
44,Male,177,3,Standard,2,3
